index,sentence,year,label,pred_labels,Matches,,,,
698,"Recent increases in house prices and equity prices were positives, but participants generally expected no more than moderate growth in consumer spending over the near term.",2007,2,2,1,,,,
1003,"To support continued progress toward maximum employment and price stability, the Committee today reaffirmed its view that a highly accommodative stance of monetary policy will remain appropriate for a considerable time after the asset purchase program ends and the economic recovery strengthens.",1998,0,0,1,,,,
859,"This is the scenario from which we draw the lesson that timely, typically preemptive, policy restraint to avoid the excesses of a boom results in longer expansions and avoids unnecessary fluctuations in both output and inflation.",2020,1,1,1,,,,
310,"You know, monetary policy is a forward-looking exercise, and I’m going to—I’m just going to stick with that.",2014,2,2,1,,,,
539,"Moreover, measures of labor compensation showed only moderate gains while relatively wide profit margins could allow firms to absorb somewhat larger increases in labor and other costs without boosting prices.",2019,2,2,1,,,,
168,"Moreover, in light of the anticipated modest pace of economic recovery, the Committee expects that over coming quarters the unemployment rate will decline only gradually toward its mandate-consistent levels.",2014,0,0,1,,,,
607,"On the upside, bottlenecks, supply disruptions, and historically high rates of resource utilization were seen as potential sources of greater-than-expected inflationary pressures, particularly if there were a significant rise in inflation expectations that altered inflation dynamics.",1998,1,1,1,,,,
182,"Central bank actions are designed in the first instance to influence asset prices and yields, which in turn affect economic decisions and thus the evolution of the economy.",1997,2,2,1,,,,
62,"An intuitive way of thinking about this rise and fall in inflation persistence is that it resulted from an un-anchoring of trend inflation during the period of the Great Inflation, and a re-anchoring in recent years, as the work of Stock and Watson suggests.",2004,2,2,1,,,,
699,"Regarding the economic outlook, most participants agreed that economic growth was likely to remain moderate over coming quarters and then pick up gradually.",2007,2,2,1,,,,
238,"Fast growth of productivity, by buoying expectations of future advances of wages and earnings and thus aggregate demand, enables real interest rates to be higher than would otherwise be the case without restricting economic growth.",2006,1,1,1,,,,
78,"Another example of deficit targets comes from the balanced-budget requirements of the states, which can be viewed as deficit targets with the target set at zero.",2006,2,2,1,,,,
651,"Participants marked up their inflation projections, as they assessed that supply constraints in product and labor markets were larger and likely to be longer lasting than previously anticipated.",2011,1,1,1,,,,
748,Some participants judged that a less accommodative future stance of policy would likely be warranted and that the Committee should convey a strong commitment to address elevated inflation pressures.,2006,1,1,1,,,,
88,"As reflected in their SEP projections, participants regarded the current stance of monetary policy as likely to remain appropriate for a time as long as incoming information about the economy remained broadly consistent with the economic outlook.",2013,2,2,1,,,,
70,"Business and household spending are increasing at rates consistent with moderate economic growth, though household spending appears to be rising at a somewhat slower pace than earlier this year.",2011,1,2,0,,,,
868,"This paper develops and estimates a habit persistence consumption asset pricing model in which the sign of the equilibrium covariance between equity and bond returns depends on the reduced-form correlation between inflation and the output gap, the correlation between the federal funds rate and the output gap, as well as the equilibrium persistence of inflation.",1999,2,2,1,,,,
