sentence,date
Are there opportunities for monetary policy to contribute to steady growth?,1997-04-24
"First, to the extent that policy can avoid a cyclical rise in inflation, it can avoid the subsequent monetary policy response to limit and then reverse the rise in inflation; the result of avoiding the boom is avoiding the bust.",1997-04-24
"Disciplined monetary policy therefore encourages steady growth, with the emphasis on the steady.",1997-04-24
"Second, to the extent that price stability encourages saving and investment and a more efficient allocation of resources, as is widely believed, a monetary policy that promotes price stability is the one that best encourages steady growth, now with the emphasis on growth.",1997-04-24
The unemployment rate which has fluctuated in a rather narrow band over the last year and a half has recently been inching lower and is now equal to its cyclical and 7-year low.,1997-04-24
"I suspect that the unemployment rate is now below NAIRU, though the steady rise in wage change over the last year suggests that the unemployment rate may have been somewhat below NAIRU for a while.",1997-04-24
Don't I like wage growth?,1997-04-24
"Yes, but only to the extent it is real; that is, only to the extent that it does not yield increases in inflation that in turn prevent the purchasing power of wages from advancing.",1997-04-24
But workers will best share in the bounty when there is sustainable growth and will pay a high price for unsustainable growth in the cyclical instability that would surely follow such excess.,1997-04-24
"It is possible for wages to increase faster than productivity for a while to allow a rebound in real wages, for example, if real wages had earlier in the expansion advanced at a rate less than allowed by trend productivity.",1997-04-24
"In this case, a rebound in real wages could be unwinding a temporary increase in profit margins and could therefore be accommodated without an increase in inflation.",1997-04-24
